,Tweets,Date,len,Likes,RTweets
2583,We must fix our education system for our kids to Make America Great Again. Wonderful day at Saint Andrew in Orlando. https://t.co/OTJaHcvLzf,Fri Mar 03 20:48:21 +0000 2017,140,80411,15978
2584,We should start an immediate investigation into @SenSchumer and his ties to Russia and Putin. A total hypocrite! https://t.co/Ik3yqjHzsA,Fri Mar 03 17:54:30 +0000 2017,136,145272,53599
2585,"Weekly Address
Join me here: https://t.co/SEavQK5zy5 https://t.co/EnyXYeqgcp",Fri Mar 03 16:41:55 +0000 2017,76,52049,9813
2586,It is so pathetic that the Dems have still not approved my full Cabinet.,Fri Mar 03 12:19:12 +0000 2017,72,132288,26881
2587,"Nick Adams new book, Green Card Warrior, is a must read. The merit-based system is the way to go. Canada, Australia! @foxandfriends",Fri Mar 03 12:00:39 +0000 2017,131,64354,13432
2588,"...is all of the illegal leaks of classified and other information. It is a total ""witch hunt!""",Fri Mar 03 02:38:48 +0000 2017,95,89561,17269
2589,"...to win. The Democrats are overplaying their hand. They lost the election, and now they have lost their grip on reality. The real story...",Fri Mar 03 02:35:33 +0000 2017,140,105737,22246
2590,...intentional. This whole narrative is a way of saving face for Democrats losing an election that everyone thought they were supposed.....,Fri Mar 03 02:27:29 +0000 2017,139,86795,16724
2591,"Jeff Sessions is an honest man. He did not say anything wrong. He could have stated his response more accurately, but it was clearly not....",Fri Mar 03 02:22:49 +0000 2017,140,98485,19002
2592,"Since November 8th, Election Day, the Stock Market has posted $3.2 trillion in GAINS and consumer confidence is at a 15 year high. Jobs!",Thu Mar 02 11:00:41 +0000 2017,136,170667,36058
2593,THANK YOU!,Wed Mar 01 13:38:44 +0000 2017,10,178381,26293
2594,"#JointSession #MAGA🇺🇸
https://t.co/RDO6Jt2pip",Wed Mar 01 01:42:16 +0000 2017,45,61727,9828
2595,"Join me live at 9:00 P.M. 
#JointAddress https://t.co/J882zbyVkJ https://t.co/gTtK3vJmkU",Wed Mar 01 01:30:49 +0000 2017,88,53182,7119
2596,I will be interviewed on @foxandfriends at 6:00 A.M. Enjoy!,Tue Feb 28 02:43:03 +0000 2017,59,80417,10715
2597,"GOP now viewed more favorably than Dems, in Trump era (per NBC/WSJ poll) via @HotlineJosh:
https://t.co/Soebxtg2Zd",Mon Feb 27 21:48:21 +0000 2017,114,68160,14209
2598,Great meeting with CEOs of leading U.S. health insurance companies who provide great healthcare to the American peo… https://t.co/60jigi6ffS,Mon Feb 27 17:06:23 +0000 2017,140,86951,14947
2599,"Big dinner with Governors tonight at White House. Much to be discussed, including healthcare.",Sun Feb 26 20:13:52 +0000 2017,93,102780,15246
2600,"Russia talk is FAKE NEWS put out by the Dems, and played up by the media, in order to mask the big election defeat and the illegal leaks!",Sun Feb 26 18:16:41 +0000 2017,137,109545,24128
2601,For first time the failing @nytimes will take an ad (a bad one) to help save its failing reputation. Try reporting accurately &amp; fairly!,Sun Feb 26 11:42:39 +0000 2017,139,105536,21026
2602,"The race for DNC Chairman was, of course, totally ""rigged."" Bernie's guy, like Bernie himself, never had a chance. Clinton demanded Perez!",Sun Feb 26 11:33:16 +0000 2017,138,83922,18453
2603,"Congratulations to Thomas Perez, who has just been named Chairman of the DNC. I could not be happier for him, or for the Republican Party!",Sat Feb 25 22:02:22 +0000 2017,138,125832,27574
2604,I will not be attending the White House Correspondents' Association Dinner this year. Please wish everyone well and have a great evening!,Sat Feb 25 21:53:21 +0000 2017,137,120711,23302
2605,Weekly Address from @WhiteHouse: https://t.co/uaoQSHBOQB https://t.co/7eF6aC6kEC,Sat Feb 25 18:12:25 +0000 2017,80,44190,9760
2606,"Great optimism for future of U.S. business, AND JOBS, with the DOW having an 11th straight record close. Big tax &amp; regulation cuts coming!",Sat Feb 25 13:27:04 +0000 2017,142,100844,19187
2607,The media has not reported that the National Debt in my first month went down by $12 billion vs a $200 billion increase in Obama first mo.,Sat Feb 25 13:19:18 +0000 2017,138,195469,60493
2608,Maybe the millions of people who voted to MAKE AMERICA GREAT AGAIN should have their own rally. It would be the biggest of them all!,Sat Feb 25 12:25:24 +0000 2017,132,153759,33421
2609,FAKE NEWS media knowingly doesn't tell the truth. A great danger to our country. The failing @nytimes has become a joke. Likewise @CNN. Sad!,Sat Feb 25 03:09:18 +0000 2017,140,105191,25418
2610,"Trump vows to fight 'epidemic' of human trafficking 
https://t.co/oDLZ2NdrtA",Fri Feb 24 17:04:19 +0000 2017,76,88352,19605
2611,Going to CPAC!,Fri Feb 24 13:49:27 +0000 2017,14,69230,8604
2612,find the leakers within the FBI itself. Classified information is being given to media that could have a devastating effect on U.S. FIND NOW,Fri Feb 24 12:36:34 +0000 2017,140,97923,21423
2613,"The FBI is totally unable to stop the national security ""leakers"" that have permeated our government for a long time. They can't even......",Fri Feb 24 12:31:49 +0000 2017,139,78603,17929
2614,Big interview tonight by Henry Kravis at The Business Council of Washington. Looking forward to it!,Fri Feb 24 00:06:44 +0000 2017,99,56215,7967
2615,Seven people shot and killed yesterday in Chicago. What is going on there - totally out of control. Chicago needs help!,Fri Feb 24 00:01:40 +0000 2017,119,104706,22305
2616,'S&amp;P 500 Edges Higher After Trump Renews Jobs Pledge' https://t.co/WtrRJVFmvU,Thu Feb 23 22:53:45 +0000 2017,81,54430,10202
2617,Very much enjoyed my tour of the Smithsonian's National Museum of African American History and Culture...A great job done by amazing people!,Wed Feb 22 12:50:56 +0000 2017,140,113267,15701
2618,"One thing I will say about Rep. Keith Ellison, in his fight to lead the DNC, is that he was the one who predicted early that I would win!",Wed Feb 22 12:20:40 +0000 2017,137,76707,11650
2619,"The so-called angry crowds in home districts of some Republicans are actually, in numerous cases, planned out by liberal activists. Sad!",Tue Feb 21 23:23:13 +0000 2017,136,114096,25110
2620,'Americans overwhelmingly oppose sanctuary cities' https://t.co/s5QvsJWA6u,Tue Feb 21 20:46:42 +0000 2017,74,103415,22878
2621,"Congratulations to our new National Security Advisor, General H.R. McMaster. Video: https://t.co/BKn9r225Kk https://t.co/VBXcJ1b6Pv",Tue Feb 21 00:38:40 +0000 2017,131,91361,15558
2622,Just named General H.R. McMaster National Security Advisor.,Mon Feb 20 21:00:37 +0000 2017,59,103097,15233
2623,HAPPY PRESIDENTS DAY - MAKE AMERICA GREAT AGAIN!,Mon Feb 20 14:33:33 +0000 2017,48,235766,47055
2624,Give the public a break - The FAKE NEWS media is trying to say that large scale immigration in Sweden is working out just beautifully. NOT!,Mon Feb 20 14:15:42 +0000 2017,139,137266,34355
2625,My statement as to what's happening in Sweden was in reference to a story that was broadcast on @FoxNews concerning immigrants &amp; Sweden.,Sun Feb 19 21:57:01 +0000 2017,140,108430,25346
2626,"Will be having many meetings this weekend at The Southern White House. Big 5:00 P.M. speech in Melbourne, Florida. A lot to talk about!",Sat Feb 18 13:51:20 +0000 2017,135,96245,14706
2627,Don't believe the main stream (fake news) media.The White House is running VERY WELL. I inherited a MESS and am in the process of fixing it.,Sat Feb 18 13:31:53 +0000 2017,140,180376,37820
2628,Looking forward to the Florida rally tomorrow. Big crowd expected!,Sat Feb 18 00:02:58 +0000 2017,66,95942,13659
2629,"""One of the most effective press conferences I've ever seen!"" says Rush Limbaugh. Many agree.Yet FAKE MEDIA  calls it differently! Dishonest",Fri Feb 17 23:15:56 +0000 2017,140,116541,21029
2630,"The FAKE NEWS media (failing @nytimes, @NBCNews, @ABC, @CBS, @CNN) is not my enemy, it is the enemy of the American People!",Fri Feb 17 21:48:22 +0000 2017,123,157816,51654
2631,"Join me at 11:00am:
Watch here: https://t.co/veqKmsGAwf https://t.co/UzndIjIqjM",Fri Feb 17 15:34:14 +0000 2017,79,54714,9611
2632,"General Keith Kellogg, who I have known for a long time, is very much in play for NSA - as are three others.",Fri Feb 17 13:16:22 +0000 2017,108,67385,10578
2633,Thank you for all of the nice statements on the Press Conference yesterday. Rush Limbaugh said one of greatest ever. Fake media not happy!,Fri Feb 17 11:43:10 +0000 2017,138,146337,25532
2634,"Going to Charleston, South Carolina, in order to spend time with Boeing and talk jobs! Look forward to it.",Fri Feb 17 11:38:20 +0000 2017,106,96202,13914
2635,"Despite the long delays by the Democrats in finally approving Dr. Tom Price, the repeal and replacement of ObamaCare is moving fast!",Fri Feb 17 10:13:32 +0000 2017,132,99937,16699
2636,'Trump signs bill undoing Obama coal mining rule' https://t.co/yMfT5r5RGh,Thu Feb 16 23:44:54 +0000 2017,73,90706,18120
2637,"The Democrats had to come up with a story as to why they lost the election, and so badly (306), so they made up a story - RUSSIA. Fake news!",Thu Feb 16 14:39:52 +0000 2017,140,117293,26274
2638,"FAKE NEWS media, which makes up stories and ""sources,"" is far more effective than the discredited Democrats - but they are fading fast!",Thu Feb 16 14:10:49 +0000 2017,135,95857,19201
2639,The spotlight has finally been put on the low-life leakers! They will be caught!,Thu Feb 16 12:02:59 +0000 2017,80,122113,24423
2640,"Leaking, and even illegal classified leaking, has been a big problem in Washington for years. Failing @nytimes (and others) must apologize!",Thu Feb 16 11:58:43 +0000 2017,139,86919,16767
2641,Stock market hits new high with longest winning streak in decades. Great level of confidence and optimism - even before tax plan rollout!,Thu Feb 16 11:34:46 +0000 2017,137,123978,22927
2642,"Venezuela should allow Leopoldo Lopez, a political prisoner &amp; husband of @liliantintori (just met w/ @marcorubio) o… https://t.co/HhgE51dtSN",Wed Feb 15 23:59:26 +0000 2017,144,107176,52820
2643,"Aetna CEO: Obamacare in 'Death Spiral' #RepealAndReplace 
https://t.co/dmHL7xIEQv",Wed Feb 15 21:34:05 +0000 2017,81,56825,14180
2644,"Join me in Florida this Saturday at 5pm for a rally at the Orlando-Melbourne International Airport!
Tickets:… https://t.co/OigfXFECPp",Wed Feb 15 19:45:16 +0000 2017,133,69739,17314
2645,"Welcome to the United States, @IsraeliPM Benjamin &amp; Sara!
#ICYMI🇺🇸🇮🇱Joint Press Conference: 
https://t.co/GN6ALWUusN https://t.co/bH60nBL5FP",Wed Feb 15 19:17:59 +0000 2017,144,72315,13833
2646,Great listening session with CEO's of the Retail Industry Leaders Association this morning! https://t.co/sy6xJcWfcF,Wed Feb 15 16:34:27 +0000 2017,115,64105,10406
2647,"The real scandal here is that classified information is illegally given out by ""intelligence"" like candy. Very un-American!",Wed Feb 15 13:13:10 +0000 2017,123,124463,30854
2648,Crimea was TAKEN by Russia during the Obama Administration. Was Obama too soft on Russia?,Wed Feb 15 12:42:20 +0000 2017,89,97442,24497
2649,"Thank you to Eli Lake of The Bloomberg View - ""The NSA &amp; FBI...should not interfere in our politics...and is"" Very serious situation for USA",Wed Feb 15 12:28:37 +0000 2017,144,75152,15834
2650,Information is being illegally given to the failing @nytimes &amp; @washingtonpost by the intelligence community (NSA and FBI?).Just like Russia,Wed Feb 15 12:19:18 +0000 2017,144,77596,20460
2651,This Russian connection non-sense is merely an attempt to cover-up the many mistakes made in Hillary Clinton's losing campaign.,Wed Feb 15 12:08:12 +0000 2017,127,113947,26590
2652,The fake news media is going crazy with their conspiracy theories and blind hatred. @MSNBC &amp; @CNN are unwatchable. @foxandfriends is great!,Wed Feb 15 11:40:32 +0000 2017,143,100989,25003
2653,"Obamacare continues to fail. Humana to pull out in 2018. Will repeal, replace &amp; save healthcare for ALL Americans. 
https://t.co/glWEQ0lNR4",Tue Feb 14 22:50:33 +0000 2017,143,85123,17321
2654,"'Remarks by President Trump at Signing of H.J. Resolution 41'
https://t.co/Q3MoCGAc54 https://t.co/yGDDTKm9Br",Tue Feb 14 21:48:10 +0000 2017,109,44601,8224
2655,Great parent-teacher listening session this morning with @VP Pence &amp; @usedgov Secretary @BetsyDeVos. Watch:… https://t.co/nuLTs513Ot,Tue Feb 14 20:21:59 +0000 2017,136,57204,11016
2656,The real story here is why are there so many illegal leaks coming out of Washington? Will these leaks be happening as I deal on N.Korea etc?,Tue Feb 14 14:28:54 +0000 2017,140,107751,25681
2657,Congratulations to our new #VASecretary Dr. David Shulkin. Time to take care of Veterans who have fought to protect… https://t.co/FNewjbHuw4,Tue Feb 14 03:30:45 +0000 2017,140,88260,15759
2658,Congratulations Treasury Secretary Steven Mnuchin! #ICYMI- watch here: https://t.co/RPsmw4yD7y https://t.co/K8tWLlXiYK,Tue Feb 14 02:57:05 +0000 2017,118,62058,10564
2659,Wonderful meeting with Canadian PM @JustinTrudeau and a group of leading CEO's &amp; business women from Canada🇨🇦and th… https://t.co/wAoCOaYeZ6,Mon Feb 13 18:50:57 +0000 2017,144,83013,14958
2660,Welcome to the @WhiteHouse Prime Minister @JustinTrudeau! https://t.co/WKgF8Zo9ri,Mon Feb 13 16:59:06 +0000 2017,81,82432,13031
2661,Today I will meet with Canadian PM Trudeau and a group of leading business women to discuss women in the workforce. https://t.co/bFAHPRXHdP,Mon Feb 13 15:53:08 +0000 2017,139,72280,11388
2662,Just leaving Florida. Big crowds of enthusiastic supporters lining the road that the FAKE NEWS media refuses to mention. Very dishonest!,Sun Feb 12 22:19:05 +0000 2017,136,136926,24577
2663,Congratulations Stephen Miller- on representing me this morning on the various Sunday morning shows. Great job!,Sun Feb 12 15:41:55 +0000 2017,111,99980,15675
2664,I know Mark Cuban well. He backed me big-time but I wasn't interested in taking all of his calls.He's not smart enough to run for president!,Sun Feb 12 13:23:18 +0000 2017,140,79366,14746
2665,"After two days of very productive talks, Prime Minister Abe is heading back to Japan. L",Sun Feb 12 13:04:49 +0000 2017,87,80052,12651
2666,"While on FAKE NEWS @CNN, Bernie Sanders was cut off for using the term fake news to describe the network. They said technical difficulties!",Sun Feb 12 12:14:16 +0000 2017,139,109094,24000
2667,"72% of refugees admitted into U.S. (2/3 -2/11) during COURT BREAKDOWN are from 7 countries: SYRIA, IRAQ, SOMALIA, IRAN, SUDAN, LIBYA &amp; YEMEN",Sun Feb 12 11:55:10 +0000 2017,144,77748,21789
2668,"The crackdown on illegal criminals is merely the keeping of my campaign promise. Gang members, drug dealers &amp; others are being removed!",Sun Feb 12 11:34:45 +0000 2017,139,143871,28406
2669,#ICYMI: Joint Statement with Prime Minister Shinzo Abe on North Korea. https://t.co/qEC87FKB1D,Sun Feb 12 05:02:01 +0000 2017,94,60054,14124
2670,RT @Scavino45: LIVE Joint Statement by President Trump and Prime Minister Shinzo Abe: https://t.co/c3Fe5cUaaS,Sun Feb 12 03:23:13 +0000 2017,109,0,4645
2671,"A working dinner tonight with Prime Minister Abe of Japan, and his representatives, at the Winter White House (Mar-a-Lago). Very good talks!",Sat Feb 11 23:24:08 +0000 2017,140,94706,13355
2672,"Played golf today with Prime Minister Abe of Japan and @TheBig_Easy, Ernie Els, and had a great time. Japan is very well represented!",Sat Feb 11 23:15:34 +0000 2017,133,81459,12850
2673,"I am so proud of my daughter Ivanka. To be abused and treated so badly by the media, and to still hold her head so high, is truly wonderful!",Sat Feb 11 23:00:21 +0000 2017,140,201717,27380
2674,"Having a great time hosting Prime Minister Shinzo Abe in the United States! 
https://t.co/Fvjsac89qS… https://t.co/hKqbMB2aQ9",Sat Feb 11 18:28:31 +0000 2017,125,89485,16298
2675,"Melania and I are hosting Japanese Prime Minister Shinzo Abe and Mrs. Abe at Mar-a-Lago in Palm Beach, Fla. They are a wonderful couple!",Sat Feb 11 13:33:53 +0000 2017,136,116574,16265
